topic_id,cv_score,cnpmi_score,size,top_words,word_weights
119,0.3041551585865016,-0.22912997014397943,24,"ireland, northern, innovation, businesses, economy, kingdom, belfast, invest, united, ni","0.0371, 0.0358, 0.0192, 0.0169, 0.0149, 0.0113, 0.0112, 0.0103, 0.0102, 0.0098"
120,0.2657365111854011,-0.13619758063096268,24,"welsh, language, wales, montgomeryshire, languages, my, bilingual, was, speakers, glyn","0.1053, 0.0603, 0.0336, 0.0162, 0.0142, 0.0090, 0.0089, 0.0082, 0.0081, 0.0081"
121,0.5745745520540705,0.011255715701444556,23,"civil, couples, sex, partnerships, opposite, marriage, december, regulations, partnership, marriages","0.0467, 0.0423, 0.0402, 0.0392, 0.0267, 0.0255, 0.0201, 0.0196, 0.0175, 0.0165"
122,0.27110296439401277,-0.15495060574530595,22,"hedge, shorting, short, pound, funds, sterling, currency, selling, market, speculation","0.0430, 0.0323, 0.0258, 0.0245, 0.0238, 0.0200, 0.0190, 0.0185, 0.0163, 0.0161"
123,0.3842512541335909,-0.10547300751046555,22,"police, virdi, gurpal, complainant, iopc, investigation, allegations, metropolitan, richard, henriques","0.0421, 0.0262, 0.0223, 0.0181, 0.0148, 0.0143, 0.0130, 0.0126, 0.0111, 0.0110"
124,0.26188955815777537,-0.21432688350649892,22,"court, supreme, judgment, constitutional, law, attorney, novel, proceeding, sumption, lord","0.0695, 0.0593, 0.0431, 0.0237, 0.0213, 0.0200, 0.0164, 0.0158, 0.0155, 0.0152"
125,0.2754243178060967,-0.17416665419941973,22,"compliant, dover, calais, customs, port, trucks, flow, hmrc, kent, freight","0.0285, 0.0275, 0.0249, 0.0242, 0.0220, 0.0213, 0.0208, 0.0189, 0.0161, 0.0153"
126,0.7118583548306016,0.14503763670399517,22,"autism, autistic, mental, learning, health, disabilities, people, patient, community, detained","0.0602, 0.0345, 0.0288, 0.0245, 0.0217, 0.0208, 0.0151, 0.0148, 0.0113, 0.0109"
127,0.27512752051871914,-0.12768388957872273,21,"id, voter, fraud, voting, voters, identification, electoral, suppression, photo, card","0.1078, 0.0534, 0.0345, 0.0290, 0.0248, 0.0191, 0.0174, 0.0162, 0.0152, 0.0140"
128,0.3019864220345084,-0.16169408833079227,21,"nhs, privatisation, health, care, mistakes, hospital, stoma, private, labour, waiting","0.0363, 0.0133, 0.0108, 0.0103, 0.0097, 0.0091, 0.0082, 0.0081, 0.0070, 0.0069"
129,0.31876858140512354,-0.21542469435601766,21,"arnhem, airborne, regiment, parachute, operation, gallant, battle, war, garden, forces","0.0489, 0.0216, 0.0216, 0.0193, 0.0182, 0.0180, 0.0177, 0.0166, 0.0144, 0.0143"
130,0.718458280671634,0.23436436087973092,20,"census, identity, ons, questions, lgbt, gender, orientation, voluntary, bill, sexual","0.0768, 0.0283, 0.0236, 0.0225, 0.0217, 0.0215, 0.0205, 0.0169, 0.0145, 0.0132"
131,0.2233759374929259,-0.176623099545245,20,"cheating, home, toeic, ets, accused, students, evidence, timms, office, questionable","0.0356, 0.0218, 0.0216, 0.0216, 0.0180, 0.0128, 0.0121, 0.0120, 0.0120, 0.0119"
132,0.19231312597910155,-0.25381612074278115,20,"kew, gardens, leases, bill, english, world, lease, botanic, crown, its","0.0980, 0.0461, 0.0232, 0.0171, 0.0164, 0.0099, 0.0091, 0.0090, 0.0087, 0.0086"
133,0.3641048004439351,-0.1226525372316379,20,"george, vanessa, victims, release, abused, offences, she, parole, parents, early","0.0365, 0.0361, 0.0284, 0.0218, 0.0200, 0.0176, 0.0156, 0.0155, 0.0153, 0.0149"
134,0.22554485545390834,-0.12577306752388184,20,"journalists, press, data, freedom, police, journalistic, authorisation, agencies, source, leak","0.0392, 0.0308, 0.0217, 0.0207, 0.0169, 0.0162, 0.0139, 0.0128, 0.0116, 0.0114"
135,0.45461791855293654,-0.07159021265028517,19,"girls, education, dfid, school, global, girl, world, women, uk, programmes","0.0947, 0.0710, 0.0197, 0.0183, 0.0160, 0.0159, 0.0141, 0.0123, 0.0117, 0.0110"
136,0.3498996632509764,-0.1516179840960743,19,"prorogation, parliament, prorogue, proroguing, prorogued, weeks, shut, house, five, sitting","0.0244, 0.0177, 0.0145, 0.0133, 0.0118, 0.0115, 0.0100, 0.0100, 0.0089, 0.0087"
137,0.30241571193325584,-0.19080907739671576,19,"dissent, indicated, grudging, response, today, this, , , , ","2.8314, 2.0626, 0.2148, 0.0767, 0.0487, 0.0137, 0.0000, 0.0000, 0.0000, 0.0000"
138,0.6233162701380052,0.17436149240117788,18,"sikhs, sikh, census, ons, tick, ethnic, ethnicity, clause, box, gender","0.0570, 0.0449, 0.0447, 0.0391, 0.0349, 0.0319, 0.0251, 0.0229, 0.0226, 0.0183"
139,0.17315194350826393,-0.10866828134478664,18,"freeports, ports, port, free, freeport, airport, aberdeen, create, design, ensure","0.0691, 0.0653, 0.0439, 0.0335, 0.0319, 0.0190, 0.0167, 0.0151, 0.0149, 0.0146"
140,0.40748687621949575,-0.06953790242386113,18,"letter, law, extension, minister, prime, 19, comply, deal, october, benn","0.0462, 0.0450, 0.0343, 0.0331, 0.0321, 0.0279, 0.0228, 0.0189, 0.0185, 0.0180"
141,0.6775162854732061,0.04495691396452699,17,"cannabis, medical, families, prescription, alfie, prescribed, epilepsy, medicinal, children, lara","0.0711, 0.0288, 0.0210, 0.0190, 0.0177, 0.0174, 0.0156, 0.0147, 0.0126, 0.0123"
142,0.37493762824178295,-0.11089355105156275,17,"olds, 16, 17, vote, year, votes, election, elections, young, voters","0.0682, 0.0663, 0.0311, 0.0302, 0.0274, 0.0242, 0.0176, 0.0152, 0.0135, 0.0130"
143,0.49830691421945555,-0.012743724429207758,17,"hse, workplace, safety, deaths, fatal, scotland, workers, health, agriculture, scottish","0.0563, 0.0387, 0.0368, 0.0319, 0.0232, 0.0223, 0.0215, 0.0192, 0.0177, 0.0159"
144,0.49071774768906173,0.04634249365898871,16,"departmental, responsibilities, statement, make, his, if, he, will, on, dunn","0.4659, 0.3635, 0.2729, 0.1496, 0.1215, 0.1207, 0.0845, 0.0514, 0.0434, 0.0412"
145,0.3745733035110965,-0.11006655560094691,16,"review, augar, thorough, oakervee, errors, internal, department, executive, fantasising, full","0.0525, 0.0240, 0.0190, 0.0183, 0.0174, 0.0170, 0.0151, 0.0151, 0.0150, 0.0141"
146,0.3380895073519422,-0.07195354164044922,16,"gladly, 2a, 2b, go, will, wilson, stages, conscious, struggling, overall","0.0976, 0.0961, 0.0961, 0.0836, 0.0815, 0.0749, 0.0674, 0.0671, 0.0618, 0.0580"
147,0.6254009407045913,0.05017778131476528,16,"apprenticeships, apprenticeship, levy, skills, apprentices, training, quality, young, people, vocational","0.0479, 0.0366, 0.0332, 0.0319, 0.0196, 0.0183, 0.0163, 0.0162, 0.0149, 0.0146"
148,0.6485337638526855,-0.07079477635650112,16,"zimbabwe, venezuela, humanitarian, maduro, ngos, fleeing, hiv, million, venezuelan, regime","0.0586, 0.0564, 0.0351, 0.0305, 0.0269, 0.0255, 0.0251, 0.0224, 0.0209, 0.0209"
149,0.2133368616071036,-0.19316783894265185,16,"hacker, company, cyber, grant, grants, house, awarded, fund, security, department","0.0567, 0.0300, 0.0286, 0.0239, 0.0229, 0.0169, 0.0160, 0.0148, 0.0141, 0.0131"
150,0.33646363999845746,-0.2012956977923113,15,"waste, agency, environment, flies, avonmouth, facilities, fly, planning, local, bristol","0.0389, 0.0378, 0.0288, 0.0252, 0.0238, 0.0198, 0.0181, 0.0162, 0.0160, 0.0131"
151,0.3398035010306947,-0.17361405224547674,15,"answer, splendid, yes, answered, temporary, both, question, why, no, show","0.1960, 0.1196, 0.1174, 0.0857, 0.0819, 0.0808, 0.0768, 0.0660, 0.0602, 0.0592"
152,0.38524132913866643,-0.11146751025216002,15,"export, licences, licensing, court, control, robust, issued, consolidated, unit, rigorous","0.0584, 0.0393, 0.0306, 0.0233, 0.0230, 0.0209, 0.0190, 0.0185, 0.0177, 0.0168"
153,0.2193518357876991,-0.2860639226867373,14,"speaker, mr, you, thank, amateurs, frightfully, œyouâ, yours, didn, shorter","0.2330, 0.2216, 0.1541, 0.1237, 0.0703, 0.0671, 0.0649, 0.0551, 0.0489, 0.0489"
154,0.3289913039225899,-0.03623292706296037,14,"security, eu, extradition, co, arrest, warrant, arrangements, databases, intelligence, operate","0.0272, 0.0258, 0.0231, 0.0226, 0.0212, 0.0190, 0.0177, 0.0175, 0.0173, 0.0170"
155,0.4158637291638487,-0.09140956543871304,14,"accounting, systems, vat, tax, digital, companies, hmrc, ochil, accountants, transaction","0.0403, 0.0305, 0.0261, 0.0191, 0.0167, 0.0149, 0.0123, 0.0114, 0.0112, 0.0109"
156,0.37556632265850315,-0.05123228404047542,14,"steps, taking, transport, infrastructure, regions, patronage, what, sufficient, improve, cycling","0.2217, 0.1856, 0.1153, 0.0913, 0.0816, 0.0797, 0.0790, 0.0777, 0.0715, 0.0636"
157,0.31526720711501716,-0.25132777867021616,14,"liaison, prime, mr, minister, committee, speaker, persist, appear, order, questions","0.0391, 0.0351, 0.0278, 0.0243, 0.0240, 0.0238, 0.0230, 0.0210, 0.0203, 0.0199"
158,0.4490726318361027,-0.017585011631426502,13,"equipment, water, glasgow, safety, drowning, lifebelts, clyde, river, rescue, lifebelt","0.0390, 0.0345, 0.0298, 0.0282, 0.0265, 0.0244, 0.0224, 0.0185, 0.0185, 0.0178"
159,0.242295335904818,-0.19930684016533431,13,"speech, queen, greatest, our, space, conservative, kingdom, prime, earth, and","0.0171, 0.0167, 0.0114, 0.0101, 0.0079, 0.0079, 0.0074, 0.0072, 0.0072, 0.0070"
160,0.25729538283252845,-0.18790749758365485,13,"wrightbus, ballymena, company, buses, jobs, administrator, antrim, northern, ireland, bus","0.0489, 0.0192, 0.0182, 0.0180, 0.0166, 0.0160, 0.0150, 0.0145, 0.0145, 0.0144"
161,0.570620130125366,0.004062575964894423,13,"benefit, tax, charge, income, child, hmrc, penalty, 000, receipt, claw","0.0392, 0.0370, 0.0316, 0.0269, 0.0263, 0.0186, 0.0155, 0.0150, 0.0119, 0.0110"
162,0.8020030656246953,0.13920430248408114,13,"emissions, vessels, thames, shipping, air, river, greenwich, maritime, london, cruise","0.0535, 0.0414, 0.0367, 0.0336, 0.0296, 0.0295, 0.0254, 0.0219, 0.0218, 0.0207"
163,0.6652619813305972,0.04251965723109113,13,"planning, sand, warwickshire, quarry, site, local, plan, minerals, gravel, residents","0.0388, 0.0239, 0.0236, 0.0216, 0.0211, 0.0194, 0.0193, 0.0182, 0.0180, 0.0177"
164,0.17315257218706703,-0.19038670039917024,12,"yellowhammer, document, duchy, lancaster, operation, documents, chancellor, changed, title, leaked","0.0530, 0.0485, 0.0304, 0.0290, 0.0280, 0.0228, 0.0204, 0.0171, 0.0171, 0.0166"
165,0.5709388916645994,0.07942952882076773,12,"tackle, steps, gangs, lines, drugs, taking, county, she, what, recent","0.2207, 0.2142, 0.1511, 0.1305, 0.1216, 0.1196, 0.1126, 0.0898, 0.0873, 0.0651"
166,0.803408352431274,0.16431876000240997,12,"trust, blackpool, mcgee, chief, appointment, executive, cqc, lancashire, process, chair","0.0336, 0.0304, 0.0274, 0.0229, 0.0210, 0.0189, 0.0152, 0.0137, 0.0136, 0.0135"
167,0.8017269401787149,0.16870953550012258,11,"hypermobility, syndromes, diagnosis, healthwatch, syndrome, calderdale, danlos, ehlers, professionals, symptoms","0.0787, 0.0535, 0.0376, 0.0293, 0.0286, 0.0230, 0.0227, 0.0227, 0.0206, 0.0177"
168,0.37896453253449747,-0.3362299448523781,11,"nodding, backbench, sensitive, much, chairman, committee, issues, lady, session, request","0.0271, 0.0202, 0.0191, 0.0186, 0.0182, 0.0181, 0.0175, 0.0172, 0.0169, 0.0163"
169,0.1861573694170586,-0.05815706694050641,10,"welsh, wales, yn, gweld, misrule, eich, 535, she, draw, plaid","0.0485, 0.0362, 0.0280, 0.0245, 0.0245, 0.0234, 0.0226, 0.0195, 0.0192, 0.0190"
170,0.4843938749625479,-0.024667314501529827,10,"legal, aid, courts, criminal, justice, laspo, court, law, solicitors, sitting","0.0506, 0.0495, 0.0283, 0.0209, 0.0189, 0.0144, 0.0133, 0.0124, 0.0110, 0.0104"
Overall,0.4776504098704506,-0.04358734713787743,20000,,
