period,topic_id,cv_score,size,top_words,word_weights
2016,345,0.49693104324654697,12,"research, universities, eu, researchers, science, collaboration, scientific, university, uk, nationals","0.028, 0.024, 0.023, 0.019, 0.018, 0.014, 0.013, 0.013, 0.013, 0.009"
2016,346,0.4363743832237818,12,"engagements, wednesday, official, list, her, november, she, october, if, september","0.578, 0.439, 0.366, 0.302, 0.112, 0.110, 0.101, 0.087, 0.074, 0.056"
2016,347,0.2657802368753851,12,"europol, co, security, european, operation, arrest, hugh, eminent, enforcement, terrorism","0.039, 0.027, 0.026, 0.026, 0.024, 0.016, 0.016, 0.014, 0.013, 0.012"
2016,348,0.6859462980801813,12,"tickets, bots, ticketing, ticket, touts, secondary, market, bot, primary, waterson","0.060, 0.050, 0.027, 0.024, 0.024, 0.019, 0.016, 0.015, 0.013, 0.011"
2016,349,0.603548219528822,12,"visa, malawi, application, visas, africa, saharan, applications, sub, applicants, visitors","0.064, 0.046, 0.030, 0.026, 0.024, 0.022, 0.018, 0.017, 0.016, 0.015"
2016,350,0.38901228244989305,12,"inquiry, home, secretary, goddard, permanent, chair, she, before, imperious, œlonelyâ","0.057, 0.027, 0.020, 0.018, 0.015, 0.014, 0.011, 0.010, 0.010, 0.010"
2016,351,0.2922727667387162,12,"adjudicator, groceries, code, beer, beers, tesco, wealden, duty, fines, alcoholic","0.095, 0.062, 0.044, 0.034, 0.023, 0.018, 0.014, 0.013, 0.012, 0.011"
2016,352,0.823312333137199,12,"instructors, adi, register, driving, adis, instructor, registration, check, instruction, standards","0.064, 0.056, 0.039, 0.038, 0.031, 0.027, 0.026, 0.019, 0.019, 0.015"
2016,353,0.7651461319985239,12,"shops, relief, charity, rochdale, retailers, rateable, retail, rate, business, rates","0.057, 0.030, 0.026, 0.024, 0.021, 0.021, 0.018, 0.015, 0.015, 0.013"
2016,354,0.16489588277877107,11,"digital, faxes, services, online, departments, unsecure, service, recast, strength, resignations","0.103, 0.042, 0.030, 0.027, 0.024, 0.024, 0.022, 0.020, 0.018, 0.017"
2016,355,0.3092029605917357,11,"give, way, macmillanites, neighbour, sherwood, jenrick, aldershot, norman, whip, newark","0.116, 0.089, 0.069, 0.066, 0.050, 0.046, 0.046, 0.041, 0.040, 0.040"
2016,356,0.4692499993233249,11,"corporation, ireland, northern, tax, rate, executive, devolution, competitive, reduce, makes","0.086, 0.055, 0.050, 0.037, 0.028, 0.027, 0.019, 0.018, 0.017, 0.013"
2016,357,0.30407867086643897,11,"lady, give, way, right, hon, will, the, , , ","0.250, 0.212, 0.162, 0.109, 0.056, 0.041, 0.005, 0.000, 0.000, 0.000"
2016,358,0.5720565572089754,11,"malaria, tuberculosis, diseases, global, hiv, tb, fund, aids, disease, countries","0.029, 0.026, 0.025, 0.023, 0.023, 0.019, 0.019, 0.017, 0.014, 0.011"
2016,359,0.567933033312106,11,"accommodation, mod, personnel, fam, covenant, service, armed, forces, families, sfa","0.043, 0.031, 0.025, 0.024, 0.018, 0.017, 0.014, 0.013, 0.012, 0.012"
2016,360,0.6909936794320367,11,"care, precept, councils, social, council, tax, locally, salford, fund, settlement","0.020, 0.016, 0.016, 0.016, 0.014, 0.013, 0.012, 0.011, 0.011, 0.010"
2016,361,0.3097011332253763,11,"laser, pens, misuse, balpa, pointers, toys, pen, aircraft, illegal, trading","0.165, 0.161, 0.032, 0.026, 0.025, 0.021, 0.019, 0.019, 0.017, 0.016"
2016,362,0.5660799717906638,11,"sanitary, tampon, vat, products, coryton, women, tampons, laura, tax, tweed","0.031, 0.029, 0.024, 0.019, 0.016, 0.015, 0.013, 0.012, 0.012, 0.011"
2016,363,0.33933325824541855,11,"assessment, rebalance, wales, trends, effectiveness, recent, made, economy, steps, farming","0.168, 0.134, 0.123, 0.120, 0.100, 0.078, 0.066, 0.063, 0.061, 0.048"
2016,364,0.3905200128904566,10,"mental, health, conditions, depressed, sporadic, mind, issues, pip, employers, work","0.060, 0.040, 0.019, 0.019, 0.015, 0.014, 0.013, 0.013, 0.012, 0.012"
2016,365,0.4316276647444006,10,"gps, practice, general, gp, clinical, nhs, doctors, outcomes, recruit, doctored","0.044, 0.028, 0.024, 0.023, 0.018, 0.016, 0.015, 0.015, 0.015, 0.014"
2016,366,0.3273725346268948,10,"renovate, 219, 90, million, box, vanity, 870, puzzled, buckingham, absorbed","0.034, 0.032, 0.031, 0.031, 0.030, 0.030, 0.030, 0.030, 0.029, 0.029"
2016,367,0.20628489410840856,10,"sahara, morocco, western, moroccan, determination, un, sahrawi, self, polisario, indigenous","0.081, 0.057, 0.054, 0.035, 0.021, 0.019, 0.018, 0.017, 0.013, 0.012"
2016,368,0.712307600408734,10,"wage, minimum, care, workers, paid, careworkers, national, travel, pay, worker","0.036, 0.035, 0.028, 0.027, 0.025, 0.022, 0.015, 0.013, 0.012, 0.011"
2016,369,0.7853068630378379,10,"doctors, junior, staff, retention, destabilises, recruitment, mccourt, nhs, professional, degraded","0.034, 0.027, 0.014, 0.013, 0.013, 0.013, 0.012, 0.012, 0.012, 0.011"
2016,370,0.7359714936507895,10,"voters, system, proportional, parties, seats, vote, candidates, representation, electoral, post","0.027, 0.027, 0.022, 0.018, 0.017, 0.017, 0.015, 0.014, 0.014, 0.013"
2016,371,0.60373844831084,10,"riot, riots, claim, amendment, compensation, 2011, days, tottenham, date, bill","0.050, 0.044, 0.019, 0.017, 0.016, 0.012, 0.012, 0.012, 0.012, 0.011"
2016,372,0.567069575192368,10,"ccrc, material, private, section, disclosure, powers, justice, commission, court, appeal","0.078, 0.028, 0.022, 0.017, 0.017, 0.017, 0.015, 0.014, 0.014, 0.014"
2016,373,0.7513324565925925,10,"bats, bat, churches, habitats, conservation, directive, buildings, species, roosts, droppings","0.076, 0.060, 0.051, 0.019, 0.019, 0.019, 0.013, 0.013, 0.012, 0.012"
2016,374,0.36430659058131276,10,"steps, infrastructure, regional, taking, development, what, support, beauty, he, gps","0.189, 0.159, 0.131, 0.128, 0.100, 0.049, 0.049, 0.045, 0.043, 0.032"
2016,375,0.40150350650442235,10,"bono, pro, legal, aid, justice, lawyers, substitute, voluntary, solicitor, attorney","0.145, 0.106, 0.071, 0.047, 0.022, 0.021, 0.020, 0.019, 0.017, 0.016"
2016,376,0.37098006114124243,10,"ireland, northern, stormont, agreement, assembly, irish, œfresh, startâ, fresh, parties","0.035, 0.033, 0.023, 0.021, 0.012, 0.012, 0.011, 0.011, 0.009, 0.009"
2016,377,0.6218203450709128,10,"education, colleges, college, further, study, lifelong, higher, technical, reviews, learning","0.034, 0.033, 0.031, 0.016, 0.014, 0.013, 0.012, 0.011, 0.010, 0.010"
2017,-1,0.0,42175,"the, to, that, and, of, in, we, is, will, for","0.003, 0.003, 0.003, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.002"
2017,0,0.646293880026713,2597,"housing, homes, planning, homelessness, local, affordable, neighbourhood, rent, supported, buy","0.018, 0.010, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.004, 0.004"
2017,1,0.8533130228218129,1679,"schools, school, education, grammar, teachers, pupils, academies, academy, children, funding","0.025, 0.016, 0.010, 0.010, 0.008, 0.008, 0.008, 0.007, 0.006, 0.006"
2017,2,0.5907250629953944,1247,"referendum, european, union, eu, article, leave, vote, 50, europe, voted","0.011, 0.008, 0.008, 0.007, 0.007, 0.005, 0.005, 0.005, 0.004, 0.004"
2017,3,0.8274149300909782,1193,"energy, climate, carbon, wind, fuel, renewables, renewable, onshore, change, electricity","0.021, 0.011, 0.010, 0.009, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006"
2017,4,0.7911393403525573,1102,"russia, syria, aleppo, assad, daesh, russian, nato, humanitarian, regime, syrian","0.018, 0.017, 0.012, 0.012, 0.011, 0.010, 0.009, 0.008, 0.007, 0.007"
2017,5,0.7363651051679793,1038,"nhs, hospital, care, health, hospitals, patients, ambulance, services, trust, service","0.015, 0.012, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005, 0.004"
2017,6,0.7875519927393584,1014,"pension, women, pensions, age, retirement, waspi, state, pensioners, changes, born","0.028, 0.014, 0.014, 0.011, 0.007, 0.007, 0.007, 0.006, 0.006, 0.006"
2017,7,0.3207566776474013,994,"scotland, scottish, snp, kingdom, united, parliament, powers, referendum, independence, union","0.023, 0.020, 0.008, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005, 0.005"
2017,8,0.5486581995674154,971,"disabled, disability, work, employment, esa, people, pip, disabilities, support, paper","0.022, 0.014, 0.009, 0.009, 0.009, 0.008, 0.008, 0.008, 0.006, 0.005"
2017,9,0.6222901730133077,872,"bbc, charter, licence, diversity, fee, radio, channel, broadcasting, editorial, ofcom","0.049, 0.012, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005, 0.005"
2017,10,0.36383760646823154,854,"steel, industry, tata, chinese, dumping, china, talbot, british, port, procurement","0.042, 0.017, 0.011, 0.008, 0.007, 0.007, 0.007, 0.006, 0.006, 0.005"
2017,11,0.7888192011856874,763,"prison, prisons, prisoners, officers, offenders, staff, rehabilitation, governors, justice, reform","0.039, 0.030, 0.019, 0.012, 0.008, 0.007, 0.006, 0.006, 0.006, 0.005"
2017,12,0.8037117345932907,724,"rail, trains, train, passengers, network, line, franchise, railway, station, compensation","0.018, 0.015, 0.011, 0.011, 0.010, 0.009, 0.009, 0.007, 0.006, 0.006"
2017,13,0.7973650626421606,723,"saudi, yemen, arabia, arms, humanitarian, conflict, cluster, munitions, coalition, international","0.031, 0.028, 0.022, 0.012, 0.011, 0.009, 0.009, 0.008, 0.008, 0.007"
2017,14,0.8806473145532753,683,"broadband, bt, mobile, superfast, rural, coverage, megabits, ofcom, digital, openreach","0.028, 0.016, 0.011, 0.010, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007"
2017,15,0.392166942681166,641,"welsh, wales, assembly, devolution, powers, bill, jurisdiction, devolved, reserved, language","0.028, 0.025, 0.018, 0.008, 0.007, 0.007, 0.005, 0.005, 0.005, 0.005"
2017,16,0.747740023751831,600,"police, officers, policing, crime, officer, force, neighbourhood, forces, formula, chief","0.037, 0.018, 0.017, 0.013, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005"
2017,17,0.6778083564807841,598,"flood, flooding, floods, defences, insurance, businesses, flooded, leeds, environment, river","0.032, 0.018, 0.014, 0.010, 0.009, 0.008, 0.007, 0.007, 0.007, 0.006"
2017,18,0.6919656801640339,597,"cancer, drugs, brain, research, patients, cancers, medicines, tumour, treatments, drug","0.026, 0.015, 0.011, 0.010, 0.009, 0.009, 0.007, 0.007, 0.006, 0.006"
2017,19,0.34927401277350584,583,"powers, bulk, bill, privacy, data, warrants, security, judicial, investigatory, communications","0.012, 0.011, 0.010, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006, 0.006"
2017,20,0.8274084949553876,556,"children, refugees, unaccompanied, calais, french, refugee, asylum, camp, family, dubs","0.019, 0.014, 0.013, 0.011, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007"
2017,21,0.48838167331103033,504,"bank, fca, banks, banking, financial, rbs, branch, branches, treasury, regulation","0.020, 0.015, 0.015, 0.013, 0.009, 0.006, 0.006, 0.004, 0.004, 0.004"
2017,22,0.641586485684399,491,"violence, domestic, women, abuse, victims, girls, against, men, refuges, convention","0.029, 0.020, 0.020, 0.013, 0.010, 0.009, 0.008, 0.008, 0.006, 0.006"
2017,23,0.6374863894437778,487,"tax, avoidance, google, evasion, territories, companies, overseas, dependencies, beneficial, hmrc","0.029, 0.012, 0.011, 0.010, 0.009, 0.009, 0.007, 0.007, 0.007, 0.007"
2017,24,0.7024192626123525,486,"farmers, food, dairy, farming, agricultural, milk, payments, agriculture, seasonal, rural","0.030, 0.017, 0.014, 0.013, 0.010, 0.009, 0.008, 0.006, 0.006, 0.006"
2017,25,0.2725231550812163,458,"doctors, junior, bma, contract, seven, nhs, patients, weekends, strike, dispute","0.036, 0.031, 0.020, 0.019, 0.010, 0.010, 0.010, 0.009, 0.008, 0.007"
2017,26,0.49612923544019555,448,"mental, health, young, services, nhs, psychosis, report, taskforce, people, problems","0.040, 0.025, 0.009, 0.008, 0.005, 0.005, 0.005, 0.005, 0.004, 0.004"
2017,27,0.5248232692558294,439,"iraq, chilcot, war, blair, saddam, 2003, weapons, was, tony, report","0.018, 0.016, 0.014, 0.012, 0.009, 0.007, 0.007, 0.007, 0.007, 0.007"
2017,28,0.5528930655202955,409,"veterans, war, somme, covenant, armed, forces, battle, graves, personnel, service","0.019, 0.011, 0.011, 0.010, 0.010, 0.010, 0.007, 0.007, 0.006, 0.006"
2017,29,0.37959568408161026,399,"charities, charity, donations, gift, trustees, charitable, commission, bill, small, scheme","0.034, 0.026, 0.014, 0.012, 0.011, 0.009, 0.007, 0.007, 0.007, 0.007"
2017,30,0.8632178899700239,383,"pharmacies, pharmacy, pharmacists, community, gp, services, nhs, gps, dispensing, pharmacist","0.050, 0.037, 0.020, 0.017, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006"
2017,31,0.25638345392751155,382,"give, gentleman, way, hon, will, the, forgive, learned, gracious, invite","0.210, 0.187, 0.161, 0.058, 0.042, 0.006, 0.005, 0.004, 0.004, 0.004"
2017,32,0.6609122476574338,381,"universal, credit, welfare, work, credits, income, cuts, families, allowance, system","0.033, 0.030, 0.010, 0.010, 0.008, 0.008, 0.007, 0.007, 0.007, 0.006"
2017,33,0.22504517502381755,369,"give, way, minister, will, the, comported, eminence, flattery, imitation, leaps","0.246, 0.189, 0.126, 0.049, 0.007, 0.005, 0.004, 0.004, 0.004, 0.004"
2017,34,0.8728691013763168,366,"fishing, fisheries, fishermen, fish, bass, sea, stocks, recreational, fishery, industry","0.033, 0.020, 0.019, 0.017, 0.013, 0.011, 0.009, 0.008, 0.008, 0.007"
2017,35,0.5765956255468281,353,"online, abuse, media, internet, bullying, pornography, social, children, young, verification","0.023, 0.014, 0.012, 0.011, 0.010, 0.008, 0.007, 0.007, 0.007, 0.006"
2017,36,0.8659027796710707,328,"students, student, university, higher, education, universities, loans, graduates, fees, backgrounds","0.024, 0.015, 0.014, 0.014, 0.012, 0.011, 0.009, 0.007, 0.007, 0.006"
2017,37,0.8516218083043695,312,"airport, airports, noise, heathrow, gatwick, aviation, runway, aircraft, expansion, regional","0.031, 0.025, 0.023, 0.019, 0.012, 0.012, 0.011, 0.011, 0.011, 0.008"
2017,38,0.4861155081489324,305,"rights, human, convention, act, european, echr, court, attorney, law, strasbourg","0.046, 0.043, 0.020, 0.011, 0.010, 0.008, 0.006, 0.005, 0.005, 0.005"
2017,39,0.8796396871085852,300,"air, electric, vehicles, cars, diesel, emissions, pollution, quality, emission, car","0.028, 0.023, 0.020, 0.019, 0.015, 0.014, 0.013, 0.012, 0.010, 0.010"
2017,40,0.8104969729831303,298,"israel, palestinian, israeli, palestinians, settlements, palestine, balfour, jewish, declaration, peace","0.036, 0.032, 0.024, 0.013, 0.012, 0.012, 0.011, 0.009, 0.008, 0.008"
2017,41,0.5868412422233903,290,"trade, free, eu, market, single, union, deals, european, countries, negotiate","0.031, 0.014, 0.013, 0.013, 0.012, 0.010, 0.010, 0.009, 0.008, 0.008"
2017,42,0.49563695062095886,290,"concentrix, hmrc, contract, credits, cases, tax, constituents, credit, hardship, error","0.039, 0.024, 0.016, 0.011, 0.009, 0.007, 0.005, 0.005, 0.005, 0.005"
2017,43,0.8330568623234069,284,"nurses, nursing, students, student, nurse, bursary, nhs, training, bursaries, midwives","0.032, 0.026, 0.015, 0.014, 0.013, 0.013, 0.009, 0.008, 0.007, 0.006"
2017,44,0.810867066144245,280,"apprenticeships, apprenticeship, levy, apprentices, skills, employers, apprentice, training, young, careers","0.046, 0.033, 0.017, 0.014, 0.012, 0.010, 0.008, 0.007, 0.007, 0.006"
2017,45,0.5555210862518686,273,"eu, nationals, citizens, immigration, here, living, migration, rights, british, negotiations","0.019, 0.019, 0.015, 0.009, 0.009, 0.007, 0.007, 0.006, 0.006, 0.005"
2017,46,0.6724244240884003,266,"rural, council, councils, settlement, areas, local, grant, funding, cuts, services","0.016, 0.015, 0.014, 0.012, 0.011, 0.009, 0.008, 0.008, 0.008, 0.008"
2017,47,0.6165158598984202,260,"chancellor, fiscal, budget, debt, deficit, surplus, obr, borrowing, growth, economy","0.020, 0.014, 0.014, 0.012, 0.012, 0.008, 0.008, 0.008, 0.008, 0.007"
2017,48,0.5048376800525561,256,"foreign, offenders, deportation, deported, nationals, criminals, deport, national, prison, prisons","0.019, 0.019, 0.016, 0.010, 0.010, 0.009, 0.009, 0.009, 0.008, 0.008"
2017,49,0.6972152561079548,256,"wage, living, minimum, pay, workers, national, employers, paid, hour, wages","0.045, 0.026, 0.015, 0.014, 0.010, 0.010, 0.009, 0.007, 0.006, 0.006"
2017,50,0.6201005224842249,254,"nuclear, weapons, deterrent, trident, submarines, defence, threats, our, security, nato","0.042, 0.023, 0.021, 0.019, 0.012, 0.008, 0.007, 0.006, 0.006, 0.005"
2017,51,0.7166523855363292,239,"care, social, precept, adult, funding, fund, councils, better, billion, local","0.042, 0.030, 0.013, 0.011, 0.010, 0.007, 0.007, 0.006, 0.006, 0.006"
2017,52,0.7456318467674272,236,"fire, rescue, firefighters, service, services, police, pccs, merseyside, collaboration, emergency","0.058, 0.023, 0.016, 0.016, 0.012, 0.011, 0.009, 0.008, 0.008, 0.008"
2017,53,0.44695272434795097,232,"workers, rights, trade, unions, union, employment, legislation, eu, law, bill","0.019, 0.019, 0.013, 0.011, 0.010, 0.009, 0.007, 0.006, 0.006, 0.006"
2017,54,0.5623531846016755,229,"oil, gas, industry, sea, shale, north, aberdeen, price, oga, exploration","0.041, 0.034, 0.017, 0.013, 0.013, 0.008, 0.008, 0.007, 0.006, 0.006"
2017,55,0.7472447586466726,227,"registration, electoral, register, vote, voting, registered, voter, voters, postal, elections","0.028, 0.024, 0.023, 0.015, 0.012, 0.011, 0.010, 0.009, 0.007, 0.007"
2017,56,0.4930157986532232,226,"children, care, social, kinship, child, workers, looked, foster, homes, residential","0.023, 0.015, 0.013, 0.009, 0.009, 0.007, 0.006, 0.005, 0.005, 0.005"
2017,57,0.6499203799067258,222,"autism, autistic, diagnosis, spectrum, awareness, children, understanding, school, parents, people","0.062, 0.026, 0.013, 0.012, 0.008, 0.006, 0.006, 0.005, 0.005, 0.005"
2017,58,0.2717711789496975,216,"lady, give, way, hon, will, erm, the, oblige, temptation, seconds","0.276, 0.235, 0.180, 0.062, 0.046, 0.006, 0.006, 0.005, 0.005, 0.004"
2017,59,0.6160131524119634,193,"childcare, early, parents, hours, olds, free, nursery, children, 30, providers","0.046, 0.019, 0.018, 0.018, 0.012, 0.012, 0.011, 0.010, 0.009, 0.009"
2017,60,0.30124520851524406,192,"sunday, boxing, trading, retail, day, shop, sundays, workers, shops, stores","0.029, 0.020, 0.017, 0.015, 0.014, 0.012, 0.011, 0.011, 0.010, 0.010"
2017,61,0.3331100345922536,189,"paramilitary, ireland, northern, paramilitarism, activity, agreement, stormont, psni, security, legacy","0.021, 0.020, 0.018, 0.011, 0.011, 0.007, 0.007, 0.007, 0.007, 0.006"
2017,62,0.24923900314029374,184,"give, way, friend, my, hon, will, point, restless, factual, supplementary","0.211, 0.163, 0.111, 0.065, 0.059, 0.042, 0.009, 0.007, 0.005, 0.005"
2017,63,0.7256809829418956,181,"obesity, sugar, drinks, childhood, obese, sugary, food, health, children, strategy","0.036, 0.032, 0.019, 0.016, 0.011, 0.010, 0.008, 0.008, 0.008, 0.008"
2017,64,0.6402586111890757,173,"devolution, mayor, local, elected, councils, council, mayors, councillors, cheshire, county","0.018, 0.015, 0.012, 0.010, 0.010, 0.008, 0.008, 0.008, 0.007, 0.007"
2017,65,0.3964869116676987,171,"ireland, border, northern, irish, republic, travel, common, union, agreement, friday","0.041, 0.024, 0.024, 0.020, 0.016, 0.011, 0.010, 0.009, 0.009, 0.009"
2017,66,0.5970820761342058,164,"poverty, child, income, chances, children, life, measures, worklessness, causes, households","0.053, 0.024, 0.016, 0.013, 0.011, 0.008, 0.007, 0.007, 0.006, 0.006"
2017,67,0.2765636961959349,159,"eu, assessment, discussions, effect, leaving, potential, uk, what, he, made","0.054, 0.051, 0.050, 0.047, 0.043, 0.039, 0.032, 0.028, 0.024, 0.021"
2017,68,0.6567511499722039,158,"gambling, betting, shops, machines, terminals, odds, fobts, fixed, bookmakers, dormant","0.052, 0.049, 0.019, 0.019, 0.019, 0.017, 0.016, 0.014, 0.014, 0.010"
2017,69,0.8493823710383477,157,"tidal, lagoon, swansea, lagoons, project, bay, energy, power, wales, hendry","0.049, 0.039, 0.028, 0.019, 0.018, 0.017, 0.016, 0.011, 0.009, 0.007"
2017,70,0.3285445722971339,155,"lords, peers, house, chamber, hereditary, elected, reform, democracy, parliament, unelected","0.044, 0.017, 0.015, 0.011, 0.010, 0.010, 0.010, 0.007, 0.006, 0.006"
2017,71,0.7721241120944736,141,"dogs, animal, dog, animals, puppies, fighting, cruelty, sentencing, welfare, puppy","0.031, 0.028, 0.027, 0.017, 0.017, 0.013, 0.012, 0.010, 0.010, 0.009"
2017,72,0.8733427087832137,140,"pubs, pub, code, tenants, newby, adjudicator, rent, pubcos, appointment, fleurets","0.040, 0.036, 0.022, 0.021, 0.021, 0.018, 0.010, 0.010, 0.009, 0.007"
2017,73,0.7511285517534654,134,"stillbirth, baby, babies, bereavement, stillbirths, loss, neonatal, parents, miscarriage, maternity","0.020, 0.018, 0.014, 0.014, 0.011, 0.011, 0.011, 0.010, 0.008, 0.008"
2017,74,0.5497901999832879,134,"bhs, philip, corporate, green, company, governance, sir, employees, pension, directors","0.038, 0.018, 0.015, 0.013, 0.011, 0.011, 0.009, 0.009, 0.008, 0.008"
2017,75,0.22255582542981628,130,"libya, libyan, tripoli, sarraj, gaddafi, daesh, accord, foreign, training, militias","0.051, 0.025, 0.011, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007, 0.006"
2017,76,0.4054419716710716,128,"substances, poppers, drugs, cannabis, psychoactive, drug, ban, bill, harms, medicinal","0.025, 0.023, 0.020, 0.016, 0.014, 0.012, 0.011, 0.007, 0.006, 0.006"
2017,77,0.49037976083538937,128,"court, courts, magistrates, justice, closure, closures, legal, travel, access, tribunals","0.032, 0.025, 0.017, 0.016, 0.010, 0.008, 0.008, 0.007, 0.006, 0.006"
2017,78,0.3320018974924547,126,"give, way, then, progress, once, time, will, happily, briefly, am","0.154, 0.118, 0.044, 0.041, 0.040, 0.029, 0.028, 0.024, 0.021, 0.020"
2017,79,0.7355779502311584,125,"iran, iranian, foroughi, human, rights, rouhani, baha, nuclear, regime, tehran","0.054, 0.024, 0.012, 0.011, 0.010, 0.009, 0.009, 0.008, 0.008, 0.007"
2017,80,0.4347690268603715,122,"type, frigates, clyde, 26, navy, shipbuilding, ships, defence, frigate, royal","0.040, 0.038, 0.031, 0.030, 0.024, 0.023, 0.020, 0.012, 0.012, 0.011"
2017,81,0.2643215958343415,122,"bills, private, fridays, bill, members, procedure, friday, house, committee, reading","0.033, 0.019, 0.015, 0.013, 0.013, 0.011, 0.009, 0.008, 0.008, 0.006"
2017,82,0.3321962208098982,118,"tourism, ireland, northern, visitors, visit, economy, industry, executive, inbound, uk","0.039, 0.029, 0.026, 0.015, 0.008, 0.008, 0.008, 0.007, 0.006, 0.006"
2017,83,0.49692407664332194,116,"pardon, gay, turing, disregard, convicted, bill, pardoned, alan, men, offences","0.025, 0.019, 0.014, 0.010, 0.010, 0.008, 0.008, 0.008, 0.008, 0.008"
2017,84,0.6634641414414177,114,"defence, spending, nato, gdp, spend, equipment, armed, forces, expenditure, security","0.044, 0.013, 0.013, 0.012, 0.009, 0.007, 0.007, 0.007, 0.007, 0.006"
2017,85,0.7511908510559081,111,"knife, gang, knives, violence, young, crime, gangs, youth, streatham, police","0.034, 0.023, 0.018, 0.015, 0.015, 0.015, 0.015, 0.012, 0.007, 0.006"
2017,86,0.8254372133575002,110,"smoking, tobacco, cigarettes, smoke, smokers, quit, control, health, plan, products","0.051, 0.044, 0.015, 0.013, 0.011, 0.011, 0.011, 0.009, 0.008, 0.006"
2017,87,0.4683673708369482,106,"arts, creative, theatre, industries, culture, theatres, cultural, funding, heritage, productions","0.041, 0.027, 0.023, 0.017, 0.012, 0.012, 0.009, 0.007, 0.007, 0.006"
2017,88,0.7888609873435565,106,"electrical, counterfeit, goods, whirlpool, faulty, trading, safety, product, fire, products","0.037, 0.025, 0.024, 0.019, 0.017, 0.014, 0.013, 0.013, 0.012, 0.012"
2017,89,0.3634295137500528,104,"grouse, shooting, moors, moorland, birds, hen, moor, driven, wildlife, heather","0.067, 0.048, 0.021, 0.017, 0.016, 0.016, 0.015, 0.012, 0.012, 0.012"
2017,90,0.19943529236853255,104,"chagossians, chagos, islands, resettlement, islanders, garcia, diego, ocean, return, territory","0.029, 0.026, 0.025, 0.023, 0.017, 0.015, 0.015, 0.012, 0.012, 0.012"
2017,91,0.31499114547961415,103,"sudan, burundi, un, peacekeeping, south, peace, peacekeepers, international, violence, humanitarian","0.030, 0.021, 0.015, 0.013, 0.011, 0.008, 0.008, 0.007, 0.007, 0.007"
2017,92,0.4570425812542128,102,"vaccination, meningitis, jcvi, hpv, vaccine, men, programme, immunisation, disease, msm","0.029, 0.027, 0.020, 0.019, 0.019, 0.011, 0.010, 0.010, 0.009, 0.009"
2017,93,0.6447903145877812,101,"infected, blood, hepatitis, contaminated, payments, haemophilia, affected, scheme, hiv, treatment","0.025, 0.022, 0.021, 0.012, 0.012, 0.009, 0.008, 0.008, 0.008, 0.006"
2017,94,0.5749227182307931,101,"women, men, female, equality, gender, parliament, male, woman, day, mps","0.030, 0.018, 0.011, 0.010, 0.009, 0.007, 0.007, 0.006, 0.005, 0.005"
2017,95,0.6698343048958009,100,"genocide, daesh, yazidis, yazidi, christians, iraq, crimes, religious, international, genocidal","0.038, 0.028, 0.017, 0.014, 0.013, 0.008, 0.008, 0.007, 0.007, 0.006"
2017,96,0.3570017701212442,99,"small, businesses, business, commissioner, late, payment, payments, smes, sized, firms","0.038, 0.028, 0.021, 0.016, 0.015, 0.012, 0.011, 0.010, 0.007, 0.007"
2017,97,0.6442882760864154,99,"crossing, dartford, traffic, highways, road, congestion, option, m25, thurrock, kent","0.041, 0.034, 0.025, 0.018, 0.014, 0.014, 0.013, 0.010, 0.009, 0.009"
2017,98,0.49560691722841477,98,"diabetes, type, glucose, complications, insulin, diabetics, technologies, diabetic, condition, nhs","0.083, 0.022, 0.016, 0.014, 0.011, 0.011, 0.009, 0.009, 0.009, 0.007"
2017,99,0.5708274559559005,97,"care, palliative, hospice, hospices, life, end, die, children, curie, dying","0.025, 0.023, 0.020, 0.018, 0.015, 0.013, 0.008, 0.007, 0.007, 0.007"
2017,100,0.5365518380323337,96,"aid, dfid, development, international, spending, countries, spent, money, world, global","0.030, 0.020, 0.014, 0.008, 0.008, 0.006, 0.006, 0.006, 0.006, 0.006"
2017,101,0.3021404830785396,95,"internships, unpaid, internship, interns, intern, wage, experience, minimum, paid, elmet","0.034, 0.022, 0.021, 0.020, 0.012, 0.012, 0.012, 0.011, 0.009, 0.008"
2017,102,0.5039271032687491,95,"post, office, offices, whsmith, crown, branches, wrexham, mail, services, premises","0.073, 0.041, 0.026, 0.012, 0.012, 0.011, 0.011, 0.008, 0.006, 0.006"
2017,103,0.5905514162832991,92,"universities, students, university, eu, research, brexit, higher, academics, education, funding","0.033, 0.023, 0.016, 0.015, 0.011, 0.009, 0.007, 0.006, 0.006, 0.006"
2017,104,0.7009608082681801,92,"pakistan, ahmadi, ahmadis, ahmadiyya, religious, persecution, muslims, blasphemy, muslim, minorities","0.046, 0.026, 0.022, 0.021, 0.020, 0.018, 0.014, 0.013, 0.013, 0.012"
